"player_id","transfer_date","transfer_season","from_club_id","to_club_id","from_club_name","to_club_name","transfer_fee","market_value_in_eur","player_name"
443726,"2022-05-31","21/22",903,3008,"Hibernian FC","Hull City",0,5e+05,"James Scott"
180337,"2015-07-25","15/16",2698,1083,"Rubin Kazan","Rostov",0,2500000,"Sardar Azmoun"
184528,"2019-07-01","19/20",1025,1416,"Bologna","Amiens SC",2e+06,2500000,"Emil Krafth"
475411,"2020-10-02","20/21",618,1003,"Saint-Étienne","Leicester",3.5e+07,1e+07,"Wesley Fofana"
337917,"2024-07-11","24/25",6767,993,"RM Castilla","Córdoba CF",0,3e+05,"Théo Zidane"
182688,"2018-06-30","17/18",169,683,"Panionios","Olympiacos",0,1500000,"Manolis Siopis"
279455,"2020-07-31","19/20",989,31,"Bournemouth","Liverpool",0,17500000,"Harry Wilson"
293231,"2022-07-01","22/23",409,3725,"RB Salzburg","Akhmat Grozny",4e+05,7e+05,"Darko Todorovic"
238585,"2015-05-31","14/15",349,603,"Barnsley","Cardiff",0,5e+05,"Declan John"
269393,"2017-06-30","16/17",11194,419,"NK Lokomotiva","Dinamo Zagreb",0,350000,"Ali Karimi"
398184,"2020-08-04","20/21",1049,281,"Valencia","Man City",33500000,4.5e+07,"Ferran Torres"
447661,"2024-07-01","24/25",405,506,"Aston Villa","Juventus",51500000,7e+07,"Douglas Luiz"
490384,"2024-07-01","24/25",506,252,"Juventus","Genoa",8e+06,1.2e+07,"Koni De Winter"
272539,"2015-05-05","14/15",3000,2795,"East Stirling","Raith Rovers",0,13000,"David Bates"
555056,"2022-07-01","22/23",9644,8492,"Raków","Empoli U19",7e+05,4e+05,"Iwo Kaczmarski"
291177,"2024-08-06","24/25",349,903,"Barnsley","Hibernian FC",0,5e+05,"Nicky Cadden"
23951,"2022-07-06","22/23",244,273,"Marseille","Stade Rennais",0,1500000,"Steve Mandanda"
57134,"2020-07-12","20/21",1416,1158,"Amiens SC","FC Lorient",0,325000,"Matthieu Dreyer"
615182,"2022-01-20","21/22",1286,1106,"Newell's","Gimnasia",0,350000,"Maximiliano Comba"
491296,"2024-02-01","23/24",1132,3008,"Burnley","Hull City",0,9e+06,"Anass Zaroury"
655893,"2024-06-30","23/24",968,6890,"KVC Westerlo","Basaksehir",0,2200000,"Ravil Tagir"
303657,"2019-07-01","19/20",46,252,"Inter","Genoa",8e+06,1.5e+07,"Andrei Radu"
565846,"2024-05-31","23/24",11177,39336,"Fleetwood","Brighton U21",0,1e+05,"Imari Samuels"
608760,"2020-09-28","20/21",12460,12469,"Flamurtari FC","KF Skënderbeu",0,275000,"Arinaldo Rrapaj"
670119,"2022-07-01","22/23",67000,2759,"Cavalry FC","Ross County",91000,2e+05,"Victor Loturi"
192409,"2023-08-17","23/24",2440,449,"D.C. United","Trabzonspor",0,5e+06,"Taxiarchis Fountas"
464598,"2020-06-30","19/20",473,9054,"Nuremberg II","Midtjylland U19",0,50000,"Casper Tengstedt"
85969,"2009-12-31","09/10",16296,2227,"Krymteplytsya","SK Tavriya",0,1e+05,"Oleksandr Bandura"
247915,"2015-07-06","15/16",434,12424,"FC Luzern","Le Mont LS",0,1e+05,"Jonas Omlin"
340864,"2024-08-23","24/25",142,110302,"Real Zaragoza","Avs FS",0,7e+05,"Jaume Grau"
61989,"2021-07-01","21/22",42,80,"Hannover 96","VfL Bochum",0,5e+05,"Michael Esser"
176139,"2021-02-01","20/21",252,130,"Genoa","Parma",0,3200000,"Mattia Bani"
293231,"2019-07-25","19/20",409,269,"RB Salzburg","Holstein Kiel",0,1e+06,"Darko Todorovic"
651002,"2024-06-30","23/24",1103,1005,"Ternana","Lecce",0,8e+05,"Giacomo Faticanti"
509022,"2022-02-01","21/22",506,8970,"Juventus","Frosinone",0,1500000,"Federico Gatti"
167329,"2014-01-31","13/14",1041,290,"Olympique Lyon","AJ Auxerre",0,750000,"Alassane Pléa"
203074,"2024-03-12","23/24",660,53646,"Shakhtar D.","Polissya",0,8e+05,"Ivan Petryak"
435808,"2021-07-01","21/22",172,3948,"R Charleroi SC","Union SG",0,3e+05,"Lazare Amani"
898119,"2024-07-01","24/25",10586,2410,"Aris Limassol","CSKA Moscow",1500000,4e+05,"Artem Shumanskiy"
487688,"2019-07-26","19/20",418,142,"Real Madrid","Real Zaragoza",0,3e+06,"Alberto Soro"
137648,"2017-07-01","17/18",16795,1083,"Granada CF","Rostov",2e+06,1200000,"Sverrir Ingi Ingason"
456814,"2023-07-01","23/24",67241,14589,"Kuban","Orenburg",0,3e+05,"Maksim Sidorov"
174196,"2023-01-01","22/23",683,3911,"Olympiacos","Stade Brestois",0,1500000,"Kenny Lala"
81999,"2014-06-30","13/14",24,533,"E. Frankfurt","TSG Hoffenheim",0,3e+06,"Joselu"
397033,"2020-09-09","20/21",19,5,"Brescia","AC Milan",0,3.2e+07,"Sandro Tonali"
536520,"2022-06-30","21/22",68403,12,"Estoril U23","AS Roma",0,2e+05,"Ruben Providence"
410185,"2018-07-09","18/19",618,162,"Saint-Étienne","Monaco",6e+06,4e+06,"Ronaël Pierre-Gabriel"
176249,"2024-07-23","24/25",3999,12181,"PAS Lamia","San Fernando CD",0,125000,"Omar Santana"
94293,"2022-01-01","21/22",5724,2778,"Randers FC","Nordsjaelland",150000,4e+05,"Erik Marxen"
645589,"2022-06-30","21/22",3348,1465,"Trofense","Estoril Praia",0,3e+05,"Elias Achouri"
358909,"2018-06-30","17/18",902,159,"Rad","Red Star",0,2e+05,"Filip Bainovic"
450936,"2023-06-30","22/23",6195,148,"Napoli","Tottenham",0,2.2e+07,"Tanguy Ndombélé"
496745,"2023-08-31","23/24",3522,800,"Spezia Calcio","Atalanta BC",0,5e+06,"Emil Holm"
544149,"2020-02-01","19/20",6038,62,"Olomouc B","Slavia Prague",0,50000,"David Zima"
110292,"2015-07-01","15/16",9888,1910,"KSK Heist","Dessel Sport",0,175000,"Geoffry Hairemans"
345748,"2019-06-30","18/19",1842,206,"FC Roskilde","Bröndby IF",0,150000,"Andreas Bruus"
428993,"2022-04-01","21/22",309,15130,"Paraná","Coritiba B",0,150000,"Kazu"
36364,"2011-06-30","10/11",422,1390,"Wisla Kraków","Cagliari Calcio",0,250000,"Mikhail Sivakov"
165895,"2021-07-01","21/22",46,6195,"Inter","Napoli",21500000,3e+07,"Matteo Politano"
343151,"2019-07-24","19/20",21218,48726,"Dynamo Kyiv II","Rukh Lviv",0,2e+05,"Ivan Kalyuzhnyi"
112930,"2016-06-30","15/16",475,157,"Sint-Truiden","KAA Gent",0,2e+06,"Benito Raman"
787912,"2023-07-18","23/24",583,23826,"Paris SG","RB Leipzig",1.5e+07,7e+06,"El Chadaille Bitshiabu"
369081,"2016-07-22","16/17",861,6767,"Peñarol","RM Castilla",5e+06,450000,"Federico Valverde"
502298,"2021-08-13","21/22",2282,968,"Club Brugge","KVC Westerlo",0,5e+05,"Thomas Van den Keybus"
660746,"2023-07-01","23/24",9715,3948,"PSV U21","Union SG",0,475000,"Fedde Leysen"
941418,"2024-07-01","24/25",660,865,"Shakhtar D.","FC Midtjylland",4e+06,1e+06,"Denil Castillo"
612065,"2024-01-30","23/24",9284,408,"Hesperange","Ascoli",0,150000,"Karim Zedadka"
7825,"2020-01-13","19/20",5,405,"AC Milan","Aston Villa",0,8e+05,"Pepe Reina"
815652,"2024-01-30","23/24",2503,1082,"Boavista","LOSC Lille",3e+06,2e+06,"Tiago Morais"
431182,"2023-02-13","22/23",232,11127,"Spartak Moscow","Ural",380000,4e+05,"Fanil Sungatulin"
820371,"2024-07-23","24/25",156,3268,"Levski Sofia","Casa Pia",0,1500000,"Andrian Kraev"
151213,"2012-03-01","11/12",2795,8920,"Raith Rovers","Musselburgh Athletic FC",0,50000,"Ross Callachan"
257805,"2023-08-18","23/24",121,1083,"Dynamo Moscow","Rostov",0,6e+06,"Mathias Normann"
383638,"2021-07-12","21/22",10010,1023,"EC Bahia","Palmeiras",0,950000,"Juninho"
207623,"2025-02-03","24/25",127,475,"SC Paderborn","Sint-Truiden",150000,550000,"Visar Musliu"
351071,"2021-08-13","21/22",8519,385,"Sevilla Atl.","Fortuna Sittard",0,1e+05,"Ryan Johansson"
376484,"2022-07-12","22/23",1465,2671,"Estoril Praia","PAS Giannina",0,8e+05,"Carles Soria"
294057,"2017-01-02","16/17",370,1123,"Aberdeen FC","Norwich",0,1500000,"James Maddison"
301238,"2017-07-07","17/18",5380,24898,"Inter U19","Renate",0,150000,"Michele Di Gregorio"
281552,"2022-01-25","21/22",232,41231,"Spartak Moscow","Sochi",0,8e+05,"Georgiy Melkadze"
498517,"2019-08-21","19/20",122,6,"Sturm Graz","Adanaspor",0,7e+05,"Emeka Eze"
536835,"2021-01-02","20/21",800,985,"Atalanta BC","Man Utd",21300000,1.5e+07,"Amad Diallo"
421637,"2024-08-30","24/25",1148,167,"Brentford","FC Augsburg",0,9e+06,"Frank Onyeka"
339780,"2019-12-31","19/20",712,31614,"Etar","Ludogorets",0,1e+06,"Svetoslav Kovachev"
600041,"2022-01-05","21/22",1005,458,"Lecce","Palermo",0,75000,"Mattia Felici"
429551,"2023-06-30","22/23",4172,141,"Pisa","Galatasaray",0,4500000,"Olimpiu Moruțan"
231712,"2022-01-12","21/22",3060,1467,"Atromitos","Göztepe",0,6e+05,"Kenan Piric"
493702,"2022-08-03","22/23",749,417,"FC Empoli","OGC Nice",1.3e+07,7e+06,"Mattia Viti"
536507,"2020-10-05","20/21",162,520,"Monaco","Cercle Brugge",0,1100000,"Giulian Biancone"
34130,"2010-02-12","09/10",985,2805,"Man Utd","Wycombe",0,1500000,"Tom Heaton"
963835,"2023-06-30","22/23",7042,9202,"US Boulogne","USL Dunkerque",0,1e+05,"Adam Abeddou"
280730,"2020-08-24","19/20",27,418,"Bayern Munich","Real Madrid",0,1.6e+07,"Álvaro Odriozola"
743395,"2025-02-03","24/25",15,9010,"B. Leverkusen","FCV Dender EH",0,2e+06,"Noah Mbamba"
490223,"2022-01-31","21/22",10217,1158,"Sarpsborg 08","FC Lorient",4e+06,1800000,"Ibrahima Koné"
207877,"2015-12-31","15/16",10690,660,"Zorya Lugansk","Shakhtar D.",0,1800000,"Ruslan Malinovskyi"
345760,"2020-08-27","20/21",987,371,"Motherwell FC","Celtic",3e+06,1800000,"David Turnbull"
550829,"2023-06-30","22/23",197,985,"Sparta Prague","Man Utd",0,1800000,"Matej Kovar"
572919,"2023-09-01","23/24",79,1304,"VfB Stuttgart","Heracles Almelo",0,7e+05,"Mohamed Sankoh"
345654,"2019-06-30","18/19",1403,281,"Santos Laguna","Man City",0,7e+05,"Marlos Moreno"
486084,"2024-06-30","23/24",3723,1124,"M. Lipetsk","Fakel Voronezh",0,175000,"Daniil Chernyakov"
59136,"2014-07-24","14/15",8963,21216,"Shakhtar II","PFK Sumy",0,1e+05,"Maksym Zhychykov"
388266,"2024-02-01","23/24",347,3008,"FC Metz","Hull City",0,4e+06,"Óscar Estupiñán"
99559,"2019-01-31","18/19",2687,29095,"Cádiz CF","Extremadura",0,4e+05,"Alberto Perea"
610849,"2023-01-12","22/23",9265,466,"Man City U21","Preston",0,7e+06,"Liam Delap"
323954,"2017-01-30","16/17",210,41,"Grêmio","Hamburger SV",9200000,9e+06,"Walace"
46104,"2017-06-30","16/17",368,46,"Sevilla FC","Inter",0,1e+07,"Stevan Jovetic"
181382,"2015-01-13","14/15",995,9902,"FC Nantes","Poiré-sur-Vie",0,150000,"Abdoulaye Touré"
176412,"2021-05-11","20/21",60551,1274,"SC Dnipro-1","Stabæk",0,6e+05,"Oleksiy Khoblenko"
343151,"2022-06-30","21/22",8037,18303,"Keflavík","FC Oleksandriya",0,4e+05,"Ivan Kalyuzhnyi"
429987,"2024-06-30","23/24",1090,294,"AZ Alkmaar","Benfica",0,3e+06,"Tiago Dantas"
405690,"2021-07-20","21/22",143,17,"Wolfsburg II","B. Dortmund II",0,1e+05,"Ole Pohlmann"
860992,"2025-01-02","24/25",189,430,"Boca Juniors","Fiorentina",0,4500000,"Nicolás Valentini"
882708,"2024-07-01","24/25",8519,43,"Sevilla Atl.","Heart of Midl.",0,250000,"Musa Drammeh"
131740,"2016-06-30","15/16",2573,157,"Zeljeznicar","KAA Gent",0,450000,"Nermin Zolotic"
503866,"2024-07-15","24/25",501,273,"Bodø/Glimt","Stade Rennais",1.5e+07,1.2e+07,"Albert Grønbaek"
534491,"2022-07-04","22/23",1164,172,"Le Mans FC","R Charleroi SC",250000,5e+05,"Pierre Patron"
143559,"2021-08-21","21/22",33,430,"FC Schalke 04","Fiorentina",5e+05,5e+06,"Matija Nastasić"
503212,"2019-07-01","19/20",6912,2420,"Vizela","Vit. Guimarães",2e+05,7e+05,"Aziz Yakubu"
368891,"2022-07-01","22/23",2861,1025,"KV Oostende","Bologna",6750000,1.5e+07,"Arthur Theate"
433183,"2024-05-31","23/24",543,281,"Wolves","Man City",0,1e+07,"Tommy Doyle"
698548,"2025-06-30","24/25",3137,5,"FK TSC","AC Milan",0,1500000,"Marko Lazetić"
387626,"2021-08-04","21/22",15,405,"B. Leverkusen","Aston Villa",3.2e+07,3.5e+07,"Leon Bailey"
265088,"2023-06-30","22/23",506,6574,"Juventus","Sassuolo",0,3e+07,"Manuel Locatelli"
388581,"2020-01-30","19/20",3329,2457,"Famalicão","B SAD",0,350000,"Cafú Phete"
264063,"2015-07-20","15/16",660,498,"Shakhtar D.","KSC Lokeren",0,9e+05,"Sergiy Bolbat"
565674,"2024-01-23","23/24",903,1060,"Hibernian FC","Colchester Utd.",0,2e+05,"Riley Harbottle"
238993,"2021-08-30","21/22",410,2784,"Udinese Calcio","APOEL Nicosia",3e+05,8e+05,"Simone Scuffet"
400535,"2024-07-01","24/25",173,2531,"Odense BK","Botev Plovdiv",0,3e+05,"Hans Christian Bernat"
146509,"2016-01-02","15/16",1034,3008,"Grimsby Town","Hull City",0,2e+05,"Conor Townsend"
371003,"2021-01-26","20/21",281,601,"Man City","KV Kortrijk",0,3e+06,"Ante Palaversa"
581677,"2023-06-05","22/23",2759,903,"Ross County","Hibernian FC",0,5e+05,"Nohan Kenneh"
165895,"2013-06-30","12/13",839,12,"Perugia","AS Roma",0,750000,"Matteo Politano"
344596,"2024-07-26","24/25",631,826,"Chelsea","Lens",0,4e+06,"Malang Sarr"
585958,"2023-06-30","22/23",3329,273,"Famalicão","Stade Rennais",0,6e+05,"Junior Kadile"
337152,"2018-07-01","18/19",33593,6676,"Lleida Esportiu","Asteras Tripoli",0,3e+05,"José Luis Valiente"
456292,"2025-01-05","24/25",465,1148,"St. Mirren","Brentford",0,4e+05,"Ellery Balcombe"
85969,"2020-01-29","19/20",18105,48726,"PFC Lviv","Rukh Lviv",0,2e+05,"Oleksandr Bandura"
438971,"2024-07-01","24/25",2497,472,"Real Oviedo","UD Las Palmas",0,1500000,"Viti Rozada"
516716,"2022-07-20","22/23",416,506,"Torino","Juventus",46900000,3.5e+07,"Bremer"
323876,"2019-01-07","18/19",776,1755,"Coritiba FC","Guarani",0,50000,"Thalisson"
344381,"2023-07-01","23/24",23826,631,"RB Leipzig","Chelsea",6e+07,8e+07,"Christopher Nkunku"
162079,"2016-06-30","15/16",1532,58,"Albacete","RSC Anderlecht",0,8e+05,"Fede Vico"
364370,"2017-07-01","17/18",6966,5263,"VfL Alfter","TuS Erndtebrück",0,50000,"Mory Konaté"
855158,"2023-01-31","22/23",995,62382,"FC Nantes","Paris 13 Atl.",0,4e+05,"Mohamed Achi"
344393,"2017-01-26","16/17",7378,72,"Portimonense","1860 Munich",0,5e+05,"Lumor Agbenyenu"
166737,"2020-10-06","20/21",121,16704,"Dynamo Moscow","Krasnodar",3e+05,1200000,"Evgeniy Markov"
503769,"2023-06-30","22/23",122,11,"Sturm Graz","Arsenal",0,2e+06,"Arthur Okonkwo"
921542,"2024-05-31","23/24",15244,465,"Ballymena Utd","St. Mirren",0,175000,"Fraser Taylor"
351216,"2021-07-15","21/22",47880,26132,"CD Ebro","UE Costa Brava",0,150000,"Manel Royo"
135490,"2013-01-15","12/13",1080,1423,"Stade Lavallois","Valenciennes FC",1e+06,1500000,"Lindsay Rose"
505934,"2024-01-17","23/24",10484,70142,"Kasimpasa","Alanya Kestel",0,50000,"Murat Can Yıldız"
247652,"2016-07-14","16/17",1064,5223,"Maccabi Haifa","Maccabi Netanya",0,1e+05,"Shon Weissman"
128011,"2014-07-01","14/15",128,2441,"Skoda Xanthi","AEK Athens",5e+05,8e+05,"Petros Mantalos"
258362,"2023-07-01","23/24",385,133,"Fortuna Sittard","SC Cambuur",0,5e+05,"Yanick van Osch"
315283,"2023-08-02","23/24",1421,385,"Stade Reims","Fortuna Sittard",5e+05,1200000,"Kaj Sierhuis"
604327,"2023-06-30","22/23",499,27,"Vitesse","Bayern Munich",0,2500000,"Gabriel Vidovic"
415383,"2019-07-07","19/20",1082,2457,"LOSC Lille","B SAD",0,5e+05,"Hervé Koffi"
461582,"2021-09-29","21/22",515,623,"Without Club","New York",0,4e+05,"Issiar Dramé"
215810,"2019-07-01","19/20",1028,3716,"Millwall","Newport County",0,1e+05,"Tom King"
111819,"2017-07-07","17/18",506,1049,"Juventus","Valencia",7e+06,6e+06,"Neto"
399780,"2023-01-18","22/23",13241,3709,"UD Ibiza","Getafe",0,6e+05,"Darío Poveda"
297752,"2021-02-06","20/21",11127,48332,"Ural","Kolos Kovalivka",0,5e+05,"Nikolay Zolotov"
514894,"2023-08-27","23/24",1177,5776,"Silkeborg IF","FC Fredericia",0,250000,"Frederik Carstensen"
339780,"2021-07-01","21/22",31614,40604,"Ludogorets","Arda Kardzhali",0,3e+05,"Svetoslav Kovachev"
904922,"2023-09-29","23/24",6334,3033,"Motherwell B","Stirling Albion",0,50000,"Ewan Wilson"
336012,"2022-07-01","22/23",28,170,"FC Bayern II","Rapid Vienna",5e+05,7e+05,"Nicolas Kühn"
503769,"2023-01-15","22/23",1042,11,"Crewe Alexandra","Arsenal",0,1500000,"Arthur Okonkwo"
270191,"2021-02-23","20/21",3197,18545,"Goiás","CSA",0,6e+05,"Lucão"
851990,"2024-05-31","23/24",1192,2553,"Ayr United","Kilmarnock FC",0,175000,"Jack Sanders"
817974,"2023-07-06","23/24",11125,41231,"Tekstilshchik","Sochi",0,150000,"Timofey Kashintsev"
378482,"2023-07-03","23/24",11000,13241,"CD Lugo","UD Ibiza",0,2e+05,"Patrick Sequeira"
283735,"2015-06-30","14/15",607,276,"Unione Venezia","Hellas Verona",0,250000,"Mattia Zaccagni"
432682,"2024-12-31","24/25",1109,467,"Häcken","NEC Nijmegen",0,6e+05,"Lars Olden Larsen"
387105,"2019-08-19","19/20",11194,419,"NK Lokomotiva","Dinamo Zagreb",3e+06,1450000,"Luka Ivanusec"
204144,"2017-07-01","17/18",5818,5776,"Hobro IK","FC Fredericia",0,50000,"Alexander Nybo"
344399,"2016-06-30","15/16",10331,8172,"FC Porto B","Atl. Nacional",0,4e+05,"Leonardo Ruiz"
196813,"2019-07-01","19/20",86,1269,"Werder Bremen","PEC Zwolle",0,350000,"Michael Zetterer"
530414,"2020-08-07","20/21",6248,12908,"NK Domzale","NK Krka",0,50000,"Kaheem Parris"
707777,"2022-09-01","22/23",475,52563,"Sint-Truiden","OH Leuven U23",0,25000,"David Mindombe"
189441,"2016-07-01","16/17",244,252,"Marseille","Genoa",0,6500000,"Lucas Ocampos"
166581,"2017-07-06","17/18",16242,48332,"Gelios Kharkiv","Kolos Kovalivka",0,75000,"Yevgen Volynets"
383325,"2022-09-01","22/23",338,10690,"Dynamo Kyiv","Zorya Lugansk",2e+05,5e+05,"Denys Antyukh"
59631,"2018-08-30","18/19",984,162,"West Brom","Monaco",1.2e+07,1.5e+07,"Nacer Chadli"
186848,"2020-09-20","20/21",368,2497,"Sevilla FC","Real Oviedo",0,475000,"Giorgi Aburjania"
242606,"2020-07-31","19/20",358,379,"Charlton","West Ham",0,1200000,"Josh Cullen"
536475,"2020-06-30","19/20",3057,583,"Standard Liège","Paris SG",0,450000,"Moussa Sissako"
1144700,"2024-08-30","24/25",2417,430,"Belgrano","Fiorentina",5e+06,2e+06,"Matías Moreno"
341092,"2024-08-29","24/25",506,31,"Juventus","Liverpool",1.2e+07,3.5e+07,"Federico Chiesa"
491264,"2021-01-01","20/21",29109,39097,"Girnyk-Sport","Obolon",0,150000,"Sergiy Sukhanov"
285064,"2024-02-02","23/24",11127,59024,"Ural","Rodina Moscow",0,9e+05,"Aleksandr Yushin"
640395,"2022-07-14","22/23",30120,169,"AE Kifisias","Panionios",0,50000,"Theodoros Antonopoulos"
378139,"2020-07-20","19/20",1244,150,"CD Leganés","Real Betis",0,950000,"Aitor Ruibal"
139341,"2020-07-21","19/20",5358,58,"SD Huesca","RSC Anderlecht",0,950000,"Josué Sá"
340864,"2017-06-30","17/18",20921,6767,"Navalcarnero","RM Castilla",0,150000,"Jaume Grau"
358143,"2024-07-25","24/25",2503,51772,"Boavista","Cincinnati",5e+05,3e+06,"Chidozie Awaziem"
126625,"2020-09-09","20/21",1084,265,"Málaga CF","Panathinaikos",0,8e+05,"Juankar"
503988,"2024-02-01","23/24",703,1211,"Nottm Forest","Port Vale",0,6e+05,"Alex Mighten"
358909,"2021-02-03","20/21",428,33328,"Górnik Zabrze","Radnik",0,250000,"Filip Bainovic"
136643,"2013-07-01","13/14",605,38,"Aris Saloniki","F. Düsseldorf",5e+05,9e+05,"Giannis Gianniotas"
288240,"2021-01-12","20/21",2698,3729,"Rubin Kazan","Arsenal Tula",0,2e+06,"Igor Konovalov"
491616,"2024-02-01","23/24",1095,10484,"Troyes","Kasimpasa",0,3e+06,"Jackson Porozo"
46413,"2019-07-01","19/20",4083,237,"Crotone","RCD Mallorca",2200000,1400000,"Ante Budimir"
277118,"2021-07-09","21/22",2448,1108,"Sporting Gijón","Alavés",0,4e+06,"Manu García"
258015,"2018-07-01","18/19",294,703,"Benfica","Nottm Forest",0,2500000,"Diogo Gonçalves"
134270,"2018-08-10","18/19",1237,1071,"Brighton","Wigan",0,750000,"Dan Burn"
238947,"2016-08-31","16/17",12,332,"AS Roma","Bari",0,175000,"Elio Capradossi"
910926,"2024-06-30","23/24",18303,6017,"FK Oleksandriya","IFK Mariehamn",0,150000,"Dé"
239783,"2023-02-07","22/23",5619,3719,"Aalesund","Khimki",0,350000,"Petar Golubovic"
405892,"2023-08-15","23/24",354,317,"KV Mechelen","Twente FC",0,9e+05,"Alec Van Hoorenbeeck"
460245,"2021-08-30","21/22",527,1158,"Lausanne-Sport","FC Lorient",3500000,6e+05,"Moritz Jenz"
344399,"2017-07-01","17/18",8172,336,"Atl. Nacional","Sporting CP",5e+05,5e+05,"Leonardo Ruiz"
489611,"2021-08-31","21/22",41101,2655,"Juventus U23","LR Vicenza",0,6e+05,"Filippo Ranocchia"
265569,"2016-07-01","16/17",1159,162,"AS Nancy","Monaco",3e+06,2e+06,"Youssef Aït Bennasser"
606719,"2024-07-01","24/25",7378,2423,"Portimonense","Santa Clara",0,550000,"Klismahn"
403315,"2019-09-19","19/20",1134,8793,"Ponte Preta","RB Bragantino",5e+05,3e+05,"Claudinho"
185077,"2014-07-17","14/15",533,293,"TSG Hoffenheim","FSV Frankfurt",0,4e+05,"Vincenzo Grifo"
1149188,"2024-06-30","23/24",91870,110592,"AEK Athens B","YAP FC",0,2e+05,"Rockson Yeboah"
270393,"2019-07-29","19/20",190,533,"FC Copenhagen","TSG Hoffenheim",1e+07,1.3e+07,"Robert Skov"
509463,"2023-01-16","22/23",8606,48325,"Auda","Riga",0,450000,"Ousseynou Niang"
820252,"2024-06-30","23/24",10330,1465,"Benfica B","Estoril Praia",0,7e+05,"Benchimol"
270055,"2024-07-13","24/25",11127,110302,"Ural","Avs FS",0,5e+05,"Kiki"
131708,"2016-06-30","15/16",10484,631,"Kasimpasa","Chelsea",0,1800000,"Kenneth Omeruo"
190442,"2014-12-31","14/15",210,1775,"Grêmio","San Lorenzo",0,1e+06,"Alan Ruiz"
242295,"2020-08-23","20/21",1084,16486,"Málaga CF","CF Fuenlabrada",1e+06,4e+05,"Álex Mula"
400649,"2023-08-14","23/24",941,2381,"Viktoria Plzen","Sivasspor",0,9e+05,"Roman Kvet"
199527,"2015-03-14","14/15",1123,1060,"Norwich","Colchester Utd.",0,2e+05,"Jacob Murphy"
106872,"2015-08-25","15/16",79,127,"VfB Stuttgart","SC Paderborn",1e+06,1e+06,"Kevin Stöger"
59631,"2019-08-11","19/20",162,58,"Monaco","RSC Anderlecht",0,8e+06,"Nacer Chadli"
77715,"2016-05-31","15/16",1078,2454,"Oldham Athletic","Doncaster",0,250000,"Curtis Main"
756991,"2022-07-18","22/23",2433,209,"Colo-Colo","River Plate",4200000,1800000,"Pablo Solari"
371147,"2024-02-09","23/24",3840,39805,"Adana Demirspor","Tuzlaspor",0,150000,"Aksel Aktaş"
394328,"2023-07-23","23/24",1421,1465,"Stade Reims","Estoril Praia",250000,1e+06,"Rafik Guitane"
401529,"2022-07-22","22/23",660,430,"Shakhtar D.","Fiorentina",15400000,2e+07,"Dodô"
392777,"2024-01-15","23/24",603,703,"Cardiff","Nottm Forest",0,1200000,"Jonathan Panzo"
330041,"2016-12-31","16/17",944,47242,"Deportivo Quito","San Antonio FC",0,50000,"Madison Julio"
170851,"2021-07-01","21/22",710,3137,"NK Celje","FK TSC",0,150000,"Josip Calusic"
983977,"2024-02-21","23/24",967,2741,"Cherno More","Baltika",850000,8e+05,"Alex Fernandes"
327911,"2022-02-12","21/22",979,60551,"Moreirense ","SK Dnipro-1",1e+06,8e+05,"Felipe Pires"
544895,"2019-07-11","19/20",585,8433,"São Paulo","São Bento (SP)",0,1e+05,"Paulinho"
78339,"2014-07-01","14/15",759,23,"Slask Wroclaw","E. Braunschweig",0,3e+05,"Rafal Gikiewicz"
514380,"2023-01-01","22/23",432,2790,"Chicago","FC Lugano",0,6e+05,"Jhon Espinoza"
487829,"2022-01-06","21/22",430,21331,"Fiorentina","Pordenone ",0,6e+05,"Christian Dalle Mura"
128899,"2014-11-25","14/15",22,512,"Derby","Stoke City",0,5e+06,"Jack Butland"
550580,"2018-02-01","17/18",64282,3828,"Riseisha HS","Yokohama F. M.",0,50000,"Shuto Machino"
187624,"2014-07-02","14/15",23826,409,"RB Leipzig","RB Salzburg",0,1e+05,"Fabian Bredlow"
49676,"2015-06-30","14/15",3691,16704,"Tom Tomsk","Krasnodar",0,7e+05,"Nikita Burmistrov"
304892,"2019-07-12","19/20",9961,1234,"Deportivo Cali","Independiente",0,1600000,"Andrés Roa"
231590,"2017-07-01","17/18",1212,440,"Braunschweig II","Hallescher FC",0,1e+05,"Braydon Manu"
241229,"2022-01-05","21/22",244,417,"Marseille","OGC Nice",0,7e+06,"Jordan Amavi"
290405,"2022-01-26","21/22",45457,443,"Pafos FC","Vejle BK",0,3e+05,"Edgar Babayan"
167291,"2013-08-26","13/14",506,3522,"Juventus","Spezia Calcio",0,1e+06,"Gabriel Pires"
671145,"2022-07-07","22/23",199,294,"Corinthians","Benfica",9500000,8e+06,"João Victor"
372445,"2025-02-03","24/25",276,865,"Hellas Verona","FC Midtjylland",3500000,1500000,"Dani Silva"
273738,"2019-01-30","18/19",1084,13,"Málaga CF","Atlético Madrid",0,5e+05,"Héctor Hernández"
433257,"2019-09-02","19/20",703,3302,"Nottm Forest","UD Almería",8850000,250000,"Arvin Appiah"
817700,"2025-06-30","24/25",2696,232,"KS Samara","Spartak Moscow",0,1200000,"Igor Dmitriev"
73926,"2012-07-09","12/13",46,410,"Inter","Udinese Calcio",8e+06,4e+06,"Davide Faraoni"
529730,"2020-07-01","20/21",10789,3345,"Braga B","Leixões",0,150000,"Kiki"
540064,"2024-07-01","24/25",91869,6676,"PAOK Saloniki B","Asteras Aktor",0,450000,"Panagiotis Tzimas"
